nodeId:ID,:LABEL,title,process_number,summary,publication_date,source_url,temporal_status,authority_weight:float
CC_ADI_5158,ConstitutionalControl,ADI / 5158,5158,"Ementa: DIREITO CONSTITUCIONAL E CONSUMIDOR. AÇÃO DIRETA DE INCONSTITUCIONALIDADE. LEI 15.304/2014, DE PERNAMBUCO. IMPOSIÇÃO A MONTADORAS, CONCESSIONÁRIAS E IMPORTADORAS DE VEÍCULOS. FORNECIMENTO DE CARRO RESERVA EM REPAROS SUPERIORES A 15 DIAS, DURANTE GARANTIA CONTRATUAL. EXTRAPOLAÇÃO DE COMPETÊNCIA CONCORRENTE. INCONSTITUCIONALIDADE INTEGRAL DA LEI. 1. É inconstitucional, por extrapolação de competência concorrente para legislar sobre matérias de consumo, lei estadual que impõe às montadoras, concessionárias e importadoras de veículos a obrigação de fornecer veículo reserva a clientes cujo automóvel fique inabilitado por mais de 15 dias por falta de peças originais ou por impossibilidade de realização do serviço, durante o período de garantia contratual . 2. Da interpretação sistemática dos artigos 1º, IV, 5º, 24, V e VIII, 170, IV e 174, todos da Constituição Federal, extraem-se balizas impostas ao legislador estadual, quando da elaboração de normas consumeristas. São, assim, vedadas extrapolações de competência concorrente e violações aos princípios da isonomia, livre iniciativa e da livre concorrência, sobretudo no que concerne à criação de ônus estadual a fornecedores, como verificado no exemplo da Lei nº 15.304/2014 do Estado de Pernambuco. Precedentes: ADI 3.035, Rel. Min. Gilmar Mendes; ADI 3.645, Rel. Min. Ellen Gracie; ADI 2.656, Rel. Min. Maurício Corrêa. 3. Na hipótese, não se verifica a inconstitucionalidade formal de lei, por alegada violação ao artigo 66, § 1º, da Constituição Federal, diante de irregular promulgação antecipada pelo Poder Legislativo, antes do término do prazo constitucional para sanção ou veto do Chefe do Executivo. Em casos específicos como o dos autos, tal irregularidade não enseja inconstitucionalidade formal da lei. 4. Ação direta de inconstitucionalidade cujo pedido se julga procedente, para declarar, por vício formal, a inconstitucionalidade da Lei nº 15.304, de 04.06.2014, do Estado de Pernambuco, em sua integralidade.",2019-02-19,http://www.stf.jus.br/portal/jurisprudencia/listarJurisprudencia.asp?s1=%28ADI%2ESCLA%2E+E+5158%2ENUME%2E%29&base=baseAcordaos&url=http://tinyurl.com/yctd5h3k,active,1.0
