nodeId:ID,:LABEL,citation_raw,inferred_type,court,authority_weight:float,case_number,origin_state,adjudicating_body,rapporteur,decision_date,cited_ementa
EXT_RESP_1_052_298_MS,ExternalCitation,REsp 1.052.298/MS,Case,STJ,0.9848,,,,,,
EXT_ARESP_583_727_RS,ExternalCitation,AREsp 583.727/RS,Case,STJ,0.9848,,,,,,
EXT_RESP_897_849_PR,ExternalCitation,REsp 897.849/PR,Case,STJ,0.9808,,,,,,
EXT_RESP_697_447_CE,ExternalCitation,REsp 697.447/CE,Case,STJ,0.9808,,,,,,
EXT_RESP_888_385_RJ,ExternalCitation,REsp 888.385/RJ,Case,STJ,0.9808,,,,,,
EXT_RESP_886680_RS,ExternalCitation,REsp 886680/RS,Case,STJ,0.9808,,,,,,
EXT_RESP_1_047_686_RS,ExternalCitation,REsp 1.047.686/RS,Case,STJ,0.9808,,,,,,
EXT_RESP_1_096_534_RS,ExternalCitation,REsp 1.096.534/RS,Case,STJ,0.9808,,,,,,
EXT_RESP_1_478_948_RS,ExternalCitation,REsp 1.478.948/RS,Case,STJ,0.9768,,,,,,
EXT_ARESP_345_130_PE,ExternalCitation,AREsp 345.130/PE,Case,STJ,0.9768,,,,,,
EXT_ARESP_345_638_PE,ExternalCitation,AREsp 345.638/PE,Case,STJ,0.9768,,,,,,
EXT_ARESP_334_712_PE,ExternalCitation,AREsp 334.712/PE,Case,STJ,0.9768,,,,,,
EXT_ARESP_338_635_PE,ExternalCitation,AREsp 338.635/PE,Case,STJ,0.9768,,,,,,
EXT_ARESP_332_891_PE,ExternalCitation,AREsp 332.891/PE,Case,STJ,0.9768,,,,,,
EXT_ARESP_357_553_PE,ExternalCitation,AREsp 357.553/PE,Case,STJ,0.9768,,,,,,
EXT_ARESP_405_607_MA,ExternalCitation,AREsp 405.607/MA,Case,STJ,0.9768,,,,,,
EXT_RESP_1_297_857_SP,ExternalCitation,REsp 1.297.857/SP,Case,STJ,0.9768,,,,,,
EXT_ARESP_448_913_PE,ExternalCitation,AREsp 448.913/PE,Case,STJ,0.9768,,,,,,
EXT_ARESP_93_945_PR,ExternalCitation,AREsp 93.945/PR,Case,STJ,1.0,,,,,,
EXT_ARESP_94_922_PR,ExternalCitation,AREsp 94.922/PR,Case,STJ,1.0,,,,,,
EXT_RESP_1070896_SC,ExternalCitation,REsp 1070896/SC,Case,STJ,1.0,,,,,,
EXT_RESP_1275215_RS,ExternalCitation,REsp 1275215/RS,Case,STJ,1.0,,,,,,
EXT_ARESP_124_905_PR,ExternalCitation,AREsp 124.905/PR,Case,STJ,1.0,,,,,,
EXT_ARESP_122_479_PR,ExternalCitation,AREsp 122.479/PR,Case,STJ,1.0,,,,,,
EXT_RESP_1_315_363_RS,ExternalCitation,REsp 1.315.363/RS,Case,STJ,1.0,,,,,,
EXT_ARESP_112_485_PR,ExternalCitation,AREsp 112.485/PR,Case,STJ,1.0,,,,,,
EXT_RESP_1_290_455_PR,ExternalCitation,REsp 1.290.455/PR,Case,STJ,1.0,,,,,,
EXT_ARESP_111_742_PR,ExternalCitation,AREsp 111.742/PR,Case,STJ,1.0,,,,,,
EXT_RESP_1_104_257_MG,ExternalCitation,REsp 1.104.257/MG,Case,STJ,1.0,,,,,,
EXT_ART__27_DO_CDC,ExternalCitation,art. 27 do CDC,Unknown,,1.0,,,,,,
EXT_RESP_1070896_SC,ExternalCitation,"(REsp 1.070.896/SC, 2ª Seção, Rel. Min. Luis Felipe Salomão, DJe de 04/08/2010)",Case,STJ,0.904,1.070.896,SC,2ª Seção,Luis Felipe Salomão,04/08/2010,
EXT_AGRGNORESP_1288198_PR,ExternalCitation,"(AgRg no REsp 1.288.198/PR, 4ª Turma, Rel. Min. Maria Isabel Gallotti, DJe de 09/03/2012)",Case,STJ,0.904,1.288.198,PR,4ª Turma,Maria Isabel Gallotti,09/03/2012,
EXT_RESP_1_275_215_RS,ExternalCitation,REsp 1.275.215/RS,Case,STJ,0.904,,,,,,
EXT_RESP_1_288_198_PR,ExternalCitation,REsp 1.288.198/PR,Case,STJ,0.904,,,,,,
EXT_RESP_1_289_463_PR,ExternalCitation,REsp 1.289.463/PR,Case,STJ,0.904,,,,,,
EXT_RESP_1275278_RS,ExternalCitation,REsp 1275278/RS,Case,STJ,0.904,,,,,,
EXT_ARESP_83_282_PR,ExternalCitation,AREsp 83.282/PR,Case,STJ,0.904,,,,,,
EXT_RESP_1115068_RS,ExternalCitation,REsp 1115068/RS,Case,STJ,0.8261,,,,,,
EXT_RESP_N_1_283_273_,ExternalCitation,"REsp n 1.283.273,",Case,STJ,0.8261,,,,,,
EXT_ARESP_75818_PR,ExternalCitation,AREsp 75818/PR,Case,STJ,0.8261,,,,,,
EXT_RESP_406545_SP,ExternalCitation,Resp 406545/SP,Case,STJ,0.5361,,,,,,
EXT_RESP_108206_RS,ExternalCitation,Resp 108206/RS,Case,STJ,0.5361,,,,,,
EXT_RESP_1_070_896_SC,ExternalCitation,Resp 1.070.896/SC,Case,STJ,0.5361,,,,,,
EXT_RESP_1_165_279_SP,ExternalCitation,REsp 1.165.279/SP,Case,STJ,1.0,,,,,,
EXT_ART__88_DO_CDC,ExternalCitation,ART. 88 DO CDC,Unknown,,1.0,,,,,,
EXT_ART__13_DO_CDC,ExternalCitation,art. 13 do CDC,Unknown,,1.0,,,,,,
EXT_ARTIGO_88_DO_CDC,ExternalCitation,ARTIGO 88 DO CDC,Unknown,,1.0,,,,,,
EXT_RESP_1424304_SP,ExternalCitation,REsp 1424304/SP,Case,STJ,0.9031,,,,,,
EXT_RESP_No_1_252_307_PR,ExternalCitation,REsp nº 1.252.307/PR,Case,STJ,0.9031,,,,,,
EXT_RESP_No_1_239_060_MG,ExternalCitation,REsp nº 1.239.060/MG,Case,STJ,0.9031,,,,,,
EXT_RESP_1426710_RS,ExternalCitation,REsp 1426710/RS,Case,STJ,0.9031,,,,,,
EXT_RESP_202_564_RJ,ExternalCitation,REsp 202.564/RJ,Case,STJ,0.9031,,,,,,
EXT_RESP_1_131_139_SP,ExternalCitation,REsp 1.131.139/SP,Case,STJ,0.9031,,,,,,
EXT_RESP_747_396_DF,ExternalCitation,REsp 747.396/DF,Case,STJ,0.9031,,,,,,
EXT_RESP_1597890_SP,ExternalCitation,REsp 1597890/SP,Case,STJ,0.9031,,,,,,
EXT_ART__12_DO_CDC,ExternalCitation,art. 12 do CDC,Unknown,,0.9031,,,,,,
EXT_ART__18_DO_CDC,ExternalCitation,art. 18 do CDC,Unknown,,0.9031,,,,,,
EXT_RESP_232_483,ExternalCitation,REsp 232.483,Case,STJ,0.8451,,,,,,
EXT_RESP_207789_RJ,ExternalCitation,REsp 207789/RJ,Case,STJ,0.8451,,,,,,
EXT_RESP_995995_DF,ExternalCitation,REsp 995995/DF,Case,STJ,0.8451,,,,,,
EXT_RESP_1099758_PR,ExternalCitation,REsp 1099758/PR,Case,STJ,0.8451,,,,,,
EXT_RESP_973_147_SC,ExternalCitation,REsp 973.147/SC,Case,STJ,0.8451,,,,,,
EXT_RESP_401101_SP,ExternalCitation,Resp 401101/SP,Case,STJ,0.8451,,,,,,
EXT_RESP_703_592_SP,ExternalCitation,REsp 703.592/SP,Case,STJ,0.8451,,,,,,
EXT_RESP_786895_DF,ExternalCitation,REsp 786895/DF,Case,STJ,0.8451,,,,,,
EXT_RESP_59269_RJ,ExternalCitation,REsp 59269/RJ,Case,STJ,0.8451,,,,,,
EXT_ART__27_DO_CODIGO_DE_DEFESA_DO_CONSUMIDOR,ExternalCitation,art. 27 do Código de Defesa do Consumidor,Unknown,,0.8451,,,,,,
EXT_RESP_911_802_RS,ExternalCitation,REsp 911.802/RS,Case,STJ,1.0,,,,,,
EXT_RESP_1_396_925_MG,ExternalCitation,REsp 1.396.925/MG,Case,STJ,1.0,,,,,,
EXT_RESP_1_294_960_RJ,ExternalCitation,REsp 1.294.960/RJ,Case,STJ,1.0,,,,,,
EXT_RESP_No_478824_RS,ExternalCitation,REsp nº 478824/RS,Case,STJ,1.0,,,,,,
EXT_RESP_1_057_136_RS,ExternalCitation,REsp 1.057.136/RS,Case,STJ,1.0,,,,,,
EXT_RESP_895_577_RS,ExternalCitation,REsp 895.577/RS,Case,STJ,1.0,,,,,,
EXT_RESP_645_455_TO,ExternalCitation,REsp 645.455/TO,Case,STJ,1.0,,,,,,
EXT_RESP_1_034_255_RS,ExternalCitation,REsp 1.034.255/RS,Case,STJ,1.0,,,,,,
EXT_RESP_1_191_480_SC,ExternalCitation,REsp 1.191.480/SC,Case,STJ,1.0,,,,,,
EXT_ARESP_71_270_SC,ExternalCitation,AREsp 71.270/SC,Case,STJ,1.0,,,,,,
EXT_ARESP_71_192_SC,ExternalCitation,AREsp 71.192/SC,Case,STJ,1.0,,,,,,
EXT_CC_122_559_DF,ExternalCitation,CC 122.559/DF,Case,STJ,1.0,,,,,,
EXT_CC_108_085_DF,ExternalCitation,CC 108.085/DF,Case,STJ,1.0,,,,,,
EXT_CC_104_374_RS,ExternalCitation,CC 104.374/RS,Case,STJ,1.0,,,,,,
EXT_CC_102_589_RS,ExternalCitation,CC 102.589/RS,Case,STJ,1.0,,,,,,
EXT_CC_102_588_RJ,ExternalCitation,CC 102.588/RJ,Case,STJ,1.0,,,,,,
EXT_ARESP_1297701_RS,ExternalCitation,AREsp 1297701/RS,Case,STJ,1.0,,,,,,
EXT_RESP_1716263_RS,ExternalCitation,REsp 1716263/RS,Case,STJ,1.0,,,,,,
EXT_ARESP_1241784_SP,ExternalCitation,AREsp 1241784/SP,Case,STJ,1.0,,,,,,
EXT_RESP_1322964_RS,ExternalCitation,REsp 1322964/RS,Case,STJ,1.0,,,,,,
EXT_ARESP_970_049_RO,ExternalCitation,AREsp 970.049/RO,Case,STJ,1.0,,,,,,
EXT_ARESP_490_078_RJ,ExternalCitation,AREsp 490.078/RJ,Case,STJ,1.0,,,,,,
EXT_ARESP_1045106_RJ,ExternalCitation,AREsp 1045106/RJ,Case,STJ,1.0,,,,,,
EXT_ARESP_910_632_ES,ExternalCitation,AREsp 910.632/ES,Case,STJ,1.0,,,,,,
EXT_ARESP_557_517_SP,ExternalCitation,AREsp 557.517/SP,Case,STJ,1.0,,,,,,
EXT_ARESP_194_791_RS,ExternalCitation,AREsp 194.791/RS,Case,STJ,1.0,,,,,,
EXT_ART__14_DO_CODIGO_DE_DEFESA_DO_CONSUMIDOR,ExternalCitation,art. 14 do Código de Defesa do Consumidor,Unknown,,1.0,,,,,,
EXT_ART__18_DO_CODIGO_DE_DEFESA_DO_CONSUMIDOR,ExternalCitation,art. 18 do Código de Defesa do Consumidor,Unknown,,1.0,,,,,,
EXT_ARESP_434_846_PB,ExternalCitation,AREsp 434.846/PB,Case,STJ,1.0,,,,,,
EXT_ARESP_315_629_RJ,ExternalCitation,AREsp 315.629/RJ,Case,STJ,1.0,,,,,,
EXT_ARESP_453_623_SP,ExternalCitation,AREsp 453.623/SP,Case,STJ,1.0,,,,,,
EXT_ARESP_195_246_BA,ExternalCitation,AREsp 195.246/BA,Case,STJ,1.0,,,,,,
EXT_RESP_1476107_PR,ExternalCitation,REsp 1476107/PR,Case,STJ,1.0,,,,,,
EXT_RESP_1_476_461_PR,ExternalCitation,REsp 1.476.461/PR,Case,STJ,1.0,,,,,,
EXT_ARESP_41_941_PR,ExternalCitation,AREsp 41.941/PR,Case,STJ,0.8573,,,,,,
EXT_ARESP_849_405_MG,ExternalCitation,AREsp 849.405/MG,Case,STJ,0.8203,,,,,,
EXT_ARESP_746_188_RJ,ExternalCitation,AREsp 746.188/RJ,Case,STJ,0.8203,,,,,,
EXT_ARESP_809_935_RS,ExternalCitation,AREsp 809.935/RS,Case,STJ,0.8203,,,,,,
EXT_RESP_1117633_RO,ExternalCitation,REsp 1117633/RO,Case,STJ,0.8145,,,,,,
EXT_RESP_1324125_DF,ExternalCitation,REsp 1324125/DF,Case,STJ,1.0,,,,,,
EXT_RESP_1538064_SC,ExternalCitation,REsp 1538064/SC,Case,STJ,1.0,,,,,,
EXT_RESP_1509178_SC,ExternalCitation,REsp 1509178/SC,Case,STJ,1.0,,,,,,
EXT_ARTIGO_17_DO_CDC,ExternalCitation,artigo 17 do CDC,Unknown,,1.0,,,,,,
EXT_RESP_1461305_RS,ExternalCitation,REsp 1461305/RS,Case,STJ,0.8855,,,,,,
EXT_RESP_346_489_RS,ExternalCitation,REsp 346.489/RS,Case,STJ,0.8855,,,,,,
EXT_ARESP_222_505_RS,ExternalCitation,AREsp 222.505/RS,Case,STJ,0.8855,,,,,,
EXT_RESP_1354348_RS,ExternalCitation,REsp 1354348/RS,Case,STJ,0.8855,,,,,,
EXT_RESP_1365277_RS,ExternalCitation,REsp 1365277/RS,Case,STJ,0.8855,,,,,,
EXT_RESP_1346489_RS,ExternalCitation,REsp 1346489/RS,Case,STJ,0.8855,,,,,,
EXT_ART__17_DO_CODIGO_DE_DEFESA_DO_CONSUMIDOR,ExternalCitation,art. 17 do Código de Defesa do Consumidor,Unknown,,0.8855,,,,,,
EXT_ARTIGO_27_DO_CDC,ExternalCitation,artigo 27 do CDC,Unknown,,0.8855,,,,,,
EXT_ART__17_DO_CDC,ExternalCitation,art. 17 do CDC,Unknown,,0.8855,,,,,,
EXT_ARESP_687_562_DF,ExternalCitation,AREsp 687.562/DF,Case,STJ,0.6616,,,,,,
EXT_CC_143_204_RJ,ExternalCitation,CC 143.204/RJ,Case,STJ,0.6616,,,,,,
EXT_CC_127_626_DF,ExternalCitation,CC 127.626/DF,Case,STJ,0.6616,,,,,,
EXT_CC_119_318_DF,ExternalCitation,CC 119.318/DF,Case,STJ,0.6616,,,,,,
EXT_CC_102_849_CE,ExternalCitation,CC 102.849/CE,Case,STJ,0.6616,,,,,,
EXT_ART__104_DO_CDC,ExternalCitation,art. 104 do CDC,Unknown,,0.6616,,,,,,
EXT_ART__101_DO_CDC,ExternalCitation,art. 101 do CDC,Unknown,,0.6616,,,,,,
EXT_RESP_586316_MG,ExternalCitation,"(REsp 586.316/MG, 2ª Turma, Rel. Min. Herman Benjamin, DJe de 19.03.2009)",Case,STJ,0.5943,586.316,MG,2ª Turma,Herman Benjamin,19.03.2009,
EXT_RESP_1_193_764_SP,ExternalCitation,REsp 1.193.764/SP,Case,STJ,0.5943,,,,,,
EXT_RESP_1_316_921_RJ,ExternalCitation,REsp 1.316.921/RJ,Case,STJ,0.5943,,,,,,
EXT_RESP_1_325_220_MG,ExternalCitation,REsp 1.325.220/MG,Case,STJ,0.5943,,,,,,
EXT_RESP_1_067_738_GO,ExternalCitation,REsp 1.067.738/GO,Case,STJ,0.5943,,,,,,
EXT_RESP_1453275_SC,ExternalCitation,REsp 1453275/SC,Case,STJ,1.0,,,,,,
EXT_ARTIGO_18_DO_CODIGO_DE_DEFESA_DO_CONSUMIDOR,ExternalCitation,artigo 18 do Código de Defesa do Consumidor,Unknown,,1.0,,,,,,
EXT_RHC_105272_SP,ExternalCitation,"(RHC n. 105.272/SP, Quinta Turma, Rel. Min. Felix Fischer, DJe de 1º/2/2019)",Case,STJ,0.8563,105.272,SP,Quinta Turma,Felix Fischer,1º/2/2019,", noticiando o vencimento do prazo de validade não é suficiente para atestar que o produto seja efetivamente impróprio para o consumo, afigurando-se imprescindível a realização de perícia técnica que ateste o fato"
EXT_RHC_91502_SP,ExternalCitation,"(RHC n. 91.502/SP, Quinta Turma, Rel. Min. Joel Ilan Paciornik, DJe de 1º/2/2018)",Case,STJ,0.8563,91.502,SP,Quinta Turma,Joel Ilan Paciornik,1º/2/2018,"RECURSO EM HABEAS CORPUS. CRIME CONTRA AS RELAÇÕES DE CONSUMO. ART. 7º, PARÁGRAFO ÚNICO, INCISO IX DA LEI N. 8.137/90. ALIMENTOS IMPRÓPRIOS PARA O CONSUMO. MERCADORIA COM PRAZO DE VALIDADE VENCIDA. AUSÊNCIA DE PERÍCIA TÉCNICA. MATERIALIDADE DELITIVA NÃO DEMONSTRADA. FALTA DE JUSTA CAUSA PARA A AÇÃO PENAL. TRANCAMENTO. RECURSO PROVIDO. 1. Esta Corte Superior pacificou o entendimento segundo o qual, em razão da excepcionalidade do trancamento da ação penal, tal medida somente se verifica possível quando ficar demonstrado, de plano e sem necessidade de dilação probatória, a total ausência de indícios de autoria e prova da materialidade delitiva, a atipicidade da conduta ou a existência de alguma causa de extinção da punibilidade. É certa, ainda, a possibilidade de trancamento da persecução penal nos casos em que a denúncia for inepta, não atendendo o que dispõe o art. 41 do CPP, o que não impede a propositura de nova ação desde que suprida a irregularidade. 2. A jurisprudência do Superior Tribunal de Justiça se firmou no sentido de que a conduta tipificada no art. 7º, parágrafo único, inciso IX, da Lei 8.137/90 - expor à venda produtos impróprios para o consumo - deixa vestígios, razão pela qual a perícia é indispensável para a demonstração da materialidade delitiva, nos termos do art. 158 do Código de Processo Penal. Precedentes. 3. A realização de mero laudo de constatação não é suficiente para atestar que a mercadoria é efetivamente imprópria para o consumo, sendo imprescindível a realização de perícia técnica. Precedente. 4. Recurso em habeas corpus ao qual se dá provimento para determinar o trancamento da ação penal por falta de justa causa"
EXT_HC_412180_SC,ExternalCitation,"(HC n. 412.180/SC, Quinta Turma, Rel. Min. Ribeiro Dantas, DJe de 19/12/2017)",Case,STJ,0.8563,412.180,SC,Quinta Turma,Ribeiro Dantas,19/12/2017,". 5. Na hipótese de delito em que deixa vestígios, revela-se indispensável a realização de exame pericial para atestar a impropriedade da mercadoria para o consumo, nos termos do art. 158 do Código de Processo Penal. Precedentes. 6. Habeas corpus não conhecido. Ordem concedida de ofício para determinar o trancamento da Ação Penal n. 0004177-04.2015.8.24.0045"
EXT_AGRGNOARESP_1399883_SP,ExternalCitation,"(AgRg no AREsp n. 1.399.883/SP, Sexta Turma, Relª. Minª. Laurita Vaz, DJe de 24/5/2019)",Case,STJ,0.8563,1.399.883,SP,Sexta Turma,ª. Minª. Laurita Vaz,24/5/2019,"AGRAVO REGIMENTAL NO AGRAVO EM RECURSO ESPECIAL. PENAL. ALEGAÇÃO DE QUE NÃO FOI VEICULADO PLEITO ABSOLUTÓRIO NAS RAZÕES DO APELO NOBRE. INSUBSISTENTE. PEDIDO QUE DEFLUI DA ARGUMENTAÇÃO VEICULADA NO RECURSO. MÉRITO RECURSAL. ANÁLISE. PRESSUPOSTOS DE ADMISSIBILIDADE. PREENCHIMENTO. ART. 7.º, INCISO IX, DA LEI N.º 8.137/90. NÃO ELABORADO LAUDO PARA COMPROVAR QUE AS MERCADORIAS MANTIDAS EM DEPÓSITO E EXPOSTAS À VENDA ERAM IMPRÓPRIAS AO CONSUMO HUMANO. AUSÊNCIA DE PROVA DA MATERIALIDADE DELITIVA. ABSOLVIÇÃO. NECESSIDADE. AGRAVO REGIMENTAL DESPROVIDO. 1. Não subsiste a alegação de que, na petição do recurso especial, não foi veiculado pedido de absolvição, porquanto, da análise sistemática dos argumentos expostos na citada peça processual, verifica-se que, da alegação de afronta ao art. 158 do Código de Processo Penal - por não ter sido comprovada a conduta delitiva em razão de inexistir prova pericial a comprovar serem os produtos impróprios para consumo humano -, deflui, sem sombra de dúvida, pleito absolutório. 2. Quanto à pretensa ausência de prequestionamento, se a decisão agravada apreciou o mérito do recurso especial, é porque concluiu estarem atendidos todos os pressupostos de admissibilidade. 3. Para a comprovação de prática das condutas delitivas previstas no inciso IX da Lei n.º 8.137/90, é imprescindível a elaboração de laudo pericial que comprove ser a mercadoria imprópria (nociva) para o consumo humano. 4. Agravo regimental desprovido"
EXT_AGRGNOHC_455690_MG,ExternalCitation,"(AgRg no HC n. 455.690/MG, Quinta Turma, Rel. Min. Félix Fischer, DJe de 21/09/2018)",Case,STJ,0.8563,455.690,MG,Quinta Turma,Félix Fischer,21/09/2018,"AGRAVO INTERNO. HABEAS CORPUS. RECEBIDO COMO AGRAVO REGIMENTAL. ART.258 DO RISTJ. EXECUÇÃO PENAL. UNIFICAÇÃO DE PENAS. NOVA DATA-BASE PARA A CONCESSÃO DE BENEFÍCIOS. AUSÊNCIA DE PREVISÃO LEGAL. IMPOSSIBILIDADE. AGRAVO DESPROVIDO. I - Este Superior Tribunal de Justiça se posicionava no sentido de que a superveniência de nova condenação, no curso da execução da pena, determinava a unificação das reprimendas e a fixação de nova data-base para a concessão de benefícios. II - A Terceira Seção desta Corte Superior de Justiça, ao julgar o REsp n. 1.557.461/SC, Relator o Ministro Rogério Schietti Cruz, e o Habeas Corpus n. 381.248/MG, com Relator para o acórdão o Ministro Sebastião Reis Júnior, modificou a orientação anterior e sedimentou o entendimento de que a alteração da data-base para a concessão de novos benefícios executórios, em razão da unificação das penas, não encontra respaldo legal. III - A decisão vergastada, que modificou o termo a quo para novos benefícios da execução, em face da unificação de penas, estabelecendo como novo marco a data do trânsito em julgado da última sentença condenatória, está em confronto com a nova orientação jurisprudencial firmada pela Terceira Seção desta Corte Superior de Justiça e, portanto, configura constrangimento ilegal. IV - A existência de uma decisão com entendimento diverso, proferida pelo col. Supremo Tribunal Federal em habeas corpus, por um de seus órgãos fracionários, sem efeito vinculante portanto, não impede que esta Corte mantenha orientação interpretativa que entender mais correta à norma infraconstitucional. V - Não cabe a esta Corte analisar suposta ofensa a princípios constitucionais, ainda que para fins de prequestionamento, sob pena de usurpação da competência reservada à Corte Suprema. Agravo regimental desprovido"
EXT_AGRGNOHC_396983_SP,ExternalCitation,"(AgRg no HC n. 396.983/SP, Sexta Turma, Rel. Min. Nefi Cordeiro, DJe de 24/11/2017)",Case,STJ,0.8563,396.983,SP,Sexta Turma,Nefi Cordeiro,24/11/2017,"EXECUÇÃO PENAL. AGRAVO REGIMENTAL NO HABEAS CORPUS. ASSOCIAÇÃO PARA O TRÁFICO DE DROGAS. CRIME NÃO CONSIDERADO HEDIONDO OU EQUIPARADO. PROGRESSÃO DE REGIME. LAPSO TEMPORAL PARA O BENEFÍCIO. APLICAÇÃO DO ARTIGO 112 DA LEP. INFRINGÊNCIA A DISPOSITIVOS CONSTITUCIONAIS. COMPETÊNCIA DO SUPREMO TRIBUNAL FEDERAL. AGRAVO REGIMENTAL IMPROVIDO. 1. De acordo com a Jurisprudência desta Corte Superior, ante a ausência de previsão no rol do art. 2º da Lei 8.072/90, o crime de associação para o tráfico previsto no art. 35 da Lei 11.343/06, não é crime hediondo ou equiparado. 2. Para a progressão de regime, no delito de associação para o tráfico de entorpecentes, deve ser aplicada a regra contida no art. 112 da LEP, que determina o cumprimento de 1/6 da pena para aquisição desse benefício. 3. Não cabe a esta Corte manifestar-se, ainda que para fins de prequestionamento, sobre suposta afronta a dispositivos/princípios constitucionais, sob pena de usurpação da competência do Supremo Tribunal Federal. 4. Agravo regimental improvido"
EXT_RESP_1_651_550_DF,ExternalCitation,REsp 1.651.550/DF,Case,STJ,0.8563,,,,,,
EXT_RESP_1477691_DF,ExternalCitation,REsp 1477691/DF,Case,STJ,0.7969,,,,,,
EXT_HC_195_824_DF,ExternalCitation,HC 195.824/DF,Case,STJ,0.7969,,,,,,
EXT_RESP_1175679_RS,ExternalCitation,REsp 1175679/RS,Case,STJ,0.7969,,,,,,
EXT_HC_132_257_SP,ExternalCitation,HC 132.257/SP,Case,STJ,0.7969,,,,,,
EXT_HC_90779_,ExternalCitation,"HC 90779,",Case,STJ,0.7969,,,,,,
EXT_RESP_466_667_SP,ExternalCitation,REsp 466.667/SP,Case,STJ,0.7214,,,,,,
EXT_RESP_1_243_632_RS,ExternalCitation,REsp 1.243.632/RS,Case,STJ,0.7214,,,,,,
EXT_RESP_929_893_PR,ExternalCitation,REsp 929.893/PR,Case,STJ,0.7214,,,,,,
EXT_RESP_962_980_SP,ExternalCitation,REsp 962.980/SP,Case,STJ,0.7214,,,,,,
EXT_RESP_1_251_993_PR,ExternalCitation,REsp 1.251.993/PR,Case,STJ,0.751,,,,,,
EXT_RESP_1244685_SP,ExternalCitation,REsp 1244685/SP,Case,STJ,0.751,,,,,,
EXT_RESP_1121275_SP,ExternalCitation,REsp 1121275/SP,Case,STJ,0.751,,,,,,
EXT_RESP_169867,ExternalCitation,REsp 169867,Case,STJ,0.751,,,,,,
EXT_RESP_1_240_227_RS,ExternalCitation,REsp 1.240.227/RS,Case,STJ,0.751,,,,,,
EXT_ARESP_263_124_SC,ExternalCitation,AREsp 263.124/SC,Case,STJ,0.751,,,,,,
EXT_ARESP_69_665_RO,ExternalCitation,AREsp 69.665/RO,Case,STJ,0.751,,,,,,
EXT_RESP_1_317_052_CE,ExternalCitation,REsp 1.317.052/CE,Case,STJ,0.751,,,,,,
EXT_RESP_1_358_655_RS,ExternalCitation,REsp 1.358.655/RS,Case,STJ,0.751,,,,,,
EXT_RESP_1_346_588_DF,ExternalCitation,REsp 1.346.588/DF,Case,STJ,0.751,,,,,,
EXT_RESP_1_134_338_RJ,ExternalCitation,REsp 1.134.338/RJ,Case,STJ,0.751,,,,,,
EXT_ARESP_31_368_RS,ExternalCitation,AREsp 31.368/RS,Case,STJ,0.751,,,,,,
EXT_ARESP_411_572_SC,ExternalCitation,AREsp 411.572/SC,Case,STJ,0.751,,,,,,
EXT_ARESP_401_826_SC,ExternalCitation,AREsp 401.826/SC,Case,STJ,0.751,,,,,,
EXT_ART__20_DO_CODIGO_DE_DEFESA_DO_CONSUMIDOR,ExternalCitation,art. 20 do Código de Defesa do Consumidor,Unknown,,0.751,,,,,,
EXT_RESP_1_339_313_RJ,ExternalCitation,REsp 1.339.313/RJ,Case,STJ,0.4035,,,,,,
EXT_RESP_1_330_195_RJ,ExternalCitation,REsp 1.330.195/RJ,Case,STJ,0.4035,,,,,,
EXT_RESP_1_313_680_RJ,ExternalCitation,REsp 1.313.680/RJ,Case,STJ,0.4035,,,,,,
EXT_RESP_431121_SP,ExternalCitation,REsp 431121/SP,Case,STJ,0.4035,,,,,,
EXT_ARESP_539_289_SC,ExternalCitation,AREsp 539.289/SC,Case,STJ,0.4035,,,,,,
EXT_RESP_1466326_SP,ExternalCitation,REsp 1466326/SP,Case,STJ,0.4035,,,,,,
EXT_RESP_1_351_724_RJ,ExternalCitation,REsp 1.351.724/RJ,Case,STJ,0.4035,,,,,,
EXT_RESP_1_666_265_MG,ExternalCitation,REsp 1.666.265/MG,Case,STJ,0.6309,,,,,,
EXT_RESP_1_667_456_RS,ExternalCitation,REsp 1.667.456/RS,Case,STJ,0.6309,,,,,,
EXT_RESP_1_696_273_SP,ExternalCitation,REsp 1.696.273/SP,Case,STJ,0.6309,,,,,,
EXT_ARESP_470_765_RS,ExternalCitation,AREsp 470.765/RS,Case,STJ,0.6309,,,,,,
EXT_RESP_1_658_835_RS,ExternalCitation,REsp 1.658.835/RS,Case,STJ,0.6309,,,,,,
EXT_RESP_1_344_700_SC,ExternalCitation,REsp 1.344.700/SC,Case,STJ,0.6309,,,,,,
EXT_RESP_1_005_587_PR,ExternalCitation,REsp 1.005.587/PR,Case,STJ,0.6309,,,,,,
EXT_RESP_1_696_474_RJ,ExternalCitation,REsp 1.696.474/RJ,Case,STJ,0.6309,,,,,,
EXT_RESP_1_672_822_SC,ExternalCitation,REsp 1.672.822/SC,Case,STJ,0.6309,,,,,,
EXT_RESP_1_388_000_PR,ExternalCitation,REsp 1.388.000/PR,Case,STJ,0.6309,,,,,,
EXT_RESP_1642625_ES,ExternalCitation,REsp 1642625/ES,Case,STJ,0.6309,,,,,,
EXT_RESP_1656512_RJ,ExternalCitation,REsp 1656512/RJ,Case,STJ,0.6309,,,,,,
EXT_RESP_1_627_940_SP,ExternalCitation,REsp 1.627.940/SP,Case,STJ,0.6309,,,,,,
EXT_ARESP_1_175_602_ES,ExternalCitation,AREsp 1.175.602/ES,Case,STJ,0.6309,,,,,,
EXT_RESP_1_703_188_ES,ExternalCitation,REsp 1.703.188/ES,Case,STJ,0.6309,,,,,,
