:START_ID,:END_ID,:TYPE,weight:float
HC_178608,EXT_HC_137_154_SP,CITES_EXTERNAL,0.7516
HC_178608,EXT_HC_81_911_SP,CITES_EXTERNAL,0.7516
HC_178608,EXT_HC_51_317_SP,CITES_EXTERNAL,0.7516
HC_178608,EXT_HC_No_38_331_RJ,CITES_EXTERNAL,0.7516
HC_178608,EXT_HC_82_959,CITES_EXTERNAL,0.7516
AREsp_526884,EXT_RESP_262_675_TO,CITES_EXTERNAL,0.7341
AREsp_526884,EXT_RESP_619_515_DF,CITES_EXTERNAL,0.7341
AREsp_526884,EXT_RESP_816_545_SE,CITES_EXTERNAL,0.7341
AREsp_526884,EXT_RESP_833_447_SE,CITES_EXTERNAL,0.7341
AREsp_526884,EXT_RESP_885_263_RJ,CITES_EXTERNAL,0.7341
AREsp_526884,EXT_RESP_No_119_267_SP,CITES_EXTERNAL,0.7341
AREsp_526884,EXT_RESP_1_127_003_RN,CITES_EXTERNAL,0.7341
AREsp_526884,EXT_RESP_306_155_MG,CITES_EXTERNAL,0.7341
CDC_art3,CC_ADI_2905,CONTROLLED_BY,1.0
CDC_art3,CC_ADI_2591,CONTROLLED_BY,1.0
CDC_art3,STJThesis_EDICAO_N__2__PLANOS_DE_SAUDE_-_I_t1,SUMMARIZED_BY_STJ_THESIS,0.9
CDC_art3,STJThesis_EDICAO_N__68__CONDOMINIO_t10,SUMMARIZED_BY_STJ_THESIS,0.9
CDC_art3,STJThesis_EDICAO_N__83__BANCARIO_-_II_t3,SUMMARIZED_BY_STJ_THESIS,0.9
CDC_art3,STJThesis_EDICAO_N__42__DIREITO_DO_CONSUMIDOR_II_t15,SUMMARIZED_BY_STJ_THESIS,0.9
CDC_art3,STJThesis_EDICAO_N__74__DIREITO_DO_CONSUMIDOR_III_t14,SUMMARIZED_BY_STJ_THESIS,0.9
CDC_art3,STJThesis_EDICAO_N__74__DIREITO_DO_CONSUMIDOR_III_t17,SUMMARIZED_BY_STJ_THESIS,0.9
CDC_art3,STJThesis_EDICAO_N__74__DIREITO_DO_CONSUMIDOR_III_t18,SUMMARIZED_BY_STJ_THESIS,0.9
CDC_art3,STJThesis_EDICAO_N__71__PREVIDENCIA_COMPLEMENTAR_t12,SUMMARIZED_BY_STJ_THESIS,0.9
CDC_art3,STJThesis_EDICAO_N__19__PROCESSO_COLETIVO_I_-_LEGITIMIDADE_t1,SUMMARIZED_BY_STJ_THESIS,0.9
CDC_art3,STJThesis_EDICAO_N__116__DO_SEGURO_DE_DANO_t1,SUMMARIZED_BY_STJ_THESIS,0.9
CDC_art3,STJThesis_EDICAO_N__162__DIREITO_DO_CONSUMIDOR_-_VI_t3,SUMMARIZED_BY_STJ_THESIS,0.9
CDC_art3,STJThesis_EDICAO_N__164__DIREITO_DO_CONSUMIDOR_-_VIII_t9,SUMMARIZED_BY_STJ_THESIS,0.9
CDC_art3,Topic_76,INTERPRETED_BY_BINDING_THESIS,1.0
CDC_art3,Topic_77,INTERPRETED_BY_BINDING_THESIS,1.0
CDC_art3,REsp_1536786,INTERPRETED_BY_LEADING_CASE,1.0
CDC_art3,REsp_1501187,INTERPRETED_BY_LEADING_CASE,0.9549
CDC_art3,REsp_1188926,INTERPRETED_BY_LEADING_CASE,0.7862
CDC_art3,REsp_1433544,INTERPRETED_BY_LEADING_CASE,0.7274
CDC_art3,AREsp_1486366,INTERPRETED_BY_LEADING_CASE,0.7274
CDC_art3,REsp_1216301,INTERPRETED_BY_LEADING_CASE,0.68
CDC_art3,AREsp_418711,INTERPRETED_BY_LEADING_CASE,0.653
CDC_art3,AREsp_773241,INTERPRETED_BY_LEADING_CASE,0.6231
CDC_art3,REsp_1070863,INTERPRETED_BY_LEADING_CASE,0.5897
CDC_art3,REsp_1291792,INTERPRETED_BY_LEADING_CASE,0.5897
CDC_art3,REsp_1298449,INTERPRETED_BY_LEADING_CASE,0.5897
CDC_art3,REsp_1300161,INTERPRETED_BY_LEADING_CASE,0.5518
CDC_art3,REsp_1036042,INTERPRETED_BY_LEADING_CASE,0.5518
CDC_art3,AREsp_160243,INTERPRETED_BY_LEADING_CASE,0.5518
CDC_art3,REsp_1620953,INTERPRETED_BY_LEADING_CASE,0.5081
CDC_art3,REsp_1294363,INTERPRETED_BY_LEADING_CASE,0.5081
CDC_art3,REsp_1099380,INTERPRETED_BY_LEADING_CASE,0.5081
CDC_art3,REsp_1316921,INTERPRETED_BY_LEADING_CASE,0.5081
CDC_art3,AREsp_762095,INTERPRETED_BY_LEADING_CASE,0.5081
CDC_art3,REsp_1281023,INTERPRETED_BY_LEADING_CASE,0.5081
CDC_art3,REsp_1822790,INTERPRETED_BY_LEADING_CASE,0.5081
CDC_art3,AREsp_998394,INTERPRETED_BY_LEADING_CASE,0.4564
CDC_art3,REsp_1249991,INTERPRETED_BY_LEADING_CASE,0.4564
CDC_art3,AREsp_499711,INTERPRETED_BY_LEADING_CASE,0.4564
CDC_art3,AREsp_1410527,INTERPRETED_BY_LEADING_CASE,0.4564
CDC_art3,REsp_1081366,INTERPRETED_BY_LEADING_CASE,0.4564
CDC_art3,REsp_1134857,INTERPRETED_BY_LEADING_CASE,0.4564
CDC_art3,Ag_1338941,INTERPRETED_BY_LEADING_CASE,0.4564
CDC_art3,REsp_1291723,INTERPRETED_BY_LEADING_CASE,0.4564
CDC_art3,REsp_1412142,INTERPRETED_BY_LEADING_CASE,0.4564
CDC_art3,AREsp_1977504,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,REsp_1984282,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,AREsp_1096339,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,REsp_2008038,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,AREsp_1194896,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,REsp_1785404,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,AREsp_2016691,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,AREsp_2106377,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,AREsp_1465070,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,REsp_1816231,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,AREsp_2066056,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,AREsp_1671636,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,AREsp_2090987,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,AREsp_2062198,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,AREsp_2021682,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,REsp_1966032,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,AREsp_2000415,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,AREsp_1969098,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,AREsp_2095832,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,REsp_1831222,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,AREsp_2067538,INTERPRETED_BY_ISOLATED_CASE,0.3
CDC_art3,AREsp_1888792,INTERPRETED_BY_ISOLATED_CASE,0.3
